TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
scr,AlienStatusWhenFoundType,A data type for information on an aliens activity when apprehended during entry into the United States.,CCC,,,FALSE,FALSE,FALSE,,,,scr:AlienStatusWhenFoundType
im,AlienStudentAdmissionType,"A data type for the entrance of a non-immigrant alien into full-time in an approved, accredited or certified United States educational or vocational program.",CCC,,,FALSE,FALSE,FALSE,,,,im:AlienStudentAdmissionType
im,AlienStudentAuthorizationToDropBelowFullTimeType,A data type for the official authorization of a non-immigrant alien to lower his or her course load below that for full-time student status.,CCC,,im:AuthorizationType,FALSE,FALSE,FALSE,,,,im:AlienStudentAuthorizationToDropBelowFullTimeType
im,AlienStudentAuthorizationType,A data type for the official permission granted to a non-immigrant alien student to perform a task or function.,CCC,,,FALSE,FALSE,FALSE,,,,im:AlienStudentAuthorizationType
im,AlienStudentDisciplinaryActionType,A data type for the action taken against the non-immigrant alien student as a result of the violation of the rules of the student visa or educational program.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:AlienStudentDisciplinaryActionType
im,AlienStudentEmploymentType,A data type for the employment information of a non-immigrant alien participating in an authorized student or exchange visitor educational program.,CCC,,,FALSE,FALSE,FALSE,,,,im:AlienStudentEmploymentType
im,AlienStudentProgramExtensionRequestType,A data type for the official request by a non-immigrant alien student or exchange visitor to extend the time limit of the student or exchange visitor visa.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:AlienStudentProgramExtensionRequestType
im,AlienStudentRoleType,"A data type for a non-immigrant alien enrolled full-time in an approved, accredited or certified United States educational or vocational program",CCC,,im:NonImmigrantRoleType,FALSE,FALSE,FALSE,,,,im:AlienStudentRoleType
nc,AmountType,A data type for an amount of money.,CCC,,,FALSE,FALSE,FALSE,,,,nc:AmountType
cbrn,AnalysisAlgorithmSettingType,A data type to describing the parameter names and values for setting an analysis algorithm.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:AnalysisAlgorithmSettingType
cbrn,AnalysisAlgorithmVersionType,A data type for information regarding an analysis algorithm version.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:AnalysisAlgorithmVersionType
cbrncl,AnalysisResultStatusCodeSimpleType,A data type for status states of the analysis of a measurement or measurement group.,S,cbrncl:AnalysisResultStatusCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:AnalysisResultStatusCodeSimpleType
cbrncl,AnalysisResultStatusCodeType,A data type for the status states of the analysis of a measurement or measurement group.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:AnalysisResultStatusCodeType
cbrn,AnalysisResultsType,A data type to provide information on the results of a radiation data analysis.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:AnalysisResultsType
cbrn,Angle180SimpleType,A data type for an angle measure where the units are decimal degrees and the values range from +180.0 to -180.0.,S,cbrn:Angle180Type,,FALSE,FALSE,FALSE,,,,cbrn:Angle180SimpleType
cbrn,Angle180Type,A data type for an angle measure where the units are decimal degrees and the values range from +180.0 to -180.0.,CSC,,,FALSE,FALSE,FALSE,,,,cbrn:Angle180Type
cbrn,Angle90SimpleType,A data type for an inclination measure where the units are decimal degrees and the values range from +90.0 to -90.0.,S,cbrn:Angle90Type,,FALSE,FALSE,FALSE,,,,cbrn:Angle90SimpleType
cbrn,Angle90Type,A data type for an inclination measure where the units are decimal degrees and the values range from +90.0 to -90.0.,CSC,,,FALSE,FALSE,FALSE,,,,cbrn:Angle90Type
nc,AngularMeasureType,A data type for the measurement of an angle.,CCC,,,FALSE,FALSE,FALSE,,,,nc:AngularMeasureType
nc,AngularMinuteSimpleType,"A data type for a minute of a degree, with a restricted range of 0 (inclusive) to 60 (exclusive).",S,nc:AngularMinuteType,,FALSE,FALSE,FALSE,,,,nc:AngularMinuteSimpleType
nc,AngularMinuteType,"A data type for a minute of a degree, with a restricted range of 0 (inclusive) to 60 (exclusive).",CSC,,,FALSE,FALSE,FALSE,,,,nc:AngularMinuteType
nc,AngularSecondSimpleType,"A data type for a second of a minute, with a restricted range of 0 (inclusive) to 60 (exclusive).",S,nc:AngularSecondType,,FALSE,FALSE,FALSE,,,,nc:AngularSecondSimpleType
nc,AngularSecondType,"A data type for a second of a minute, with a restricted range of 0 (inclusive) to 60 (exclusive).",CSC,,,FALSE,FALSE,FALSE,,,,nc:AngularSecondType
m,AnomalyType,A data type for an out-of-the-ordinary occurrence.,CCC,,,FALSE,FALSE,FALSE,,,,m:AnomalyType
niem-xs,anyURI,"A data type for a Uniform Resource Identifier Reference (URI).  A value can be absolute or relative, and may have an optional fragment identifier (i.e., it may be a URI Reference).",CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:anyURI
xs,anyURI,anyURI represents a Uniform Resource Identifier Reference (URI).,S,niem-xs:anyURI,,FALSE,FALSE,FALSE,,,,xs:anyURI
j,AppellateCaseDecisionType,A data type for a statement by a judge or court of a decision reached in regard to an appeal.,CCC,,,FALSE,FALSE,FALSE,,,,j:AppellateCaseDecisionType
j,AppellateCaseNoticeType,A data type for a request filed with an appellate court to start an appellate case.,CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,j:AppellateCaseNoticeType
j,AppellateCaseType,A data type for a single case heard by a court to determine if the original case was tried properly and the defendant received a fair trial.,CCC,,nc:CaseType,FALSE,FALSE,FALSE,,,,j:AppellateCaseType
itcodes,ApportionmentQualifierCategoryCodeSimpleType,A data type for the different categories of  an apportioned conveyance.,S,itcodes:ApportionmentQualifierCategoryCodeType,,FALSE,FALSE,FALSE,,,,itcodes:ApportionmentQualifierCategoryCodeSimpleType
itcodes,ApportionmentQualifierCategoryCodeType,A data type for the different categories of  an apportioned conveyance.,CSC,,,FALSE,FALSE,FALSE,,,,itcodes:ApportionmentQualifierCategoryCodeType
ndex,ApprovalStatusCodeSimpleType,A data type for a code that identifies the status of the request for addition to the approved visitor list.,S,ndex:ApprovalStatusCodeType,,FALSE,FALSE,FALSE,,,,ndex:ApprovalStatusCodeSimpleType
ndex,ApprovalStatusCodeType,A data type for a code that identifies the status of the request for addition to the approved visitor list.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:ApprovalStatusCodeType
cbrn,ArealDensityType,A data type for areal density whose value is nonnegative and measured in g/cm^2 units.,CSC,,cbrn:NonNegativeDoubleType,FALSE,FALSE,FALSE,,,,cbrn:ArealDensityType
nc,AreaType,A data type for a location identified by geographic boundaries.,CCC,,,FALSE,FALSE,FALSE,,,,nc:AreaType
cbrn,ArrayXYType,A data type that defines a two-dimensional array of numbers and (optionally) their uncertainty values.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:ArrayXYType
j,ArrestAgencyAssociationType,"A data type for a relationship linking the Arrest and Agency objects together. This association type also supports the designation of a Primary Arrest Agency, for clearance purposes, etc., in the event that multiple arrest agencies are identified.",CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:ArrestAgencyAssociationType
scr,ArrestAugmentationType,A data type for additional information about an arrest.,CCC,,,FALSE,FALSE,TRUE,,,,scr:ArrestAugmentationType
ucr,ArrestCategoryCodeSimpleType,A data type for kinds of arrests that can occur.,S,ucr:ArrestCategoryCodeType,,FALSE,FALSE,FALSE,,,,ucr:ArrestCategoryCodeSimpleType
ucr,ArrestCategoryCodeType,A data type for kinds of arrests that can occur.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:ArrestCategoryCodeType
ndex,ArrestCategoryJABSCodeSimpleType,A data type for a Joint Automated Booking System (JABS) code that identifies the type of apprehension.,S,ndex:ArrestCategoryJABSCodeType,,FALSE,FALSE,FALSE,,,,ndex:ArrestCategoryJABSCodeSimpleType
ndex,ArrestCategoryJABSCodeType,A data type for a Joint Automated Booking System (JABS) code that identifies the type of apprehension.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:ArrestCategoryJABSCodeType
j,ArresteeType,"A data type for a person who is arrested for a violation of a criminal statute, ordinance or rule.",CCC,,j:SubjectType,FALSE,FALSE,FALSE,,,,j:ArresteeType
ucr,ArresteeWeaponCodeSimpleType,A data type for weapons with which a subject may be armed with upon apprehension.,S,ucr:ArresteeWeaponCodeType,,FALSE,FALSE,FALSE,,,,ucr:ArresteeWeaponCodeSimpleType
ucr,ArresteeWeaponCodeType,A data type for weapons with which a subject may be armed with upon apprehension.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:ArresteeWeaponCodeType
scr,ArrestMethodCategoryCodeSimpleType,A data type describing the kinds of Apprehension methods,S,scr:ArrestMethodCategoryCodeType,,FALSE,FALSE,FALSE,,,,scr:ArrestMethodCategoryCodeSimpleType
scr,ArrestMethodCategoryCodeType,A data type describing the kinds of Apprehension methods,CSC,,,FALSE,FALSE,FALSE,,,,scr:ArrestMethodCategoryCodeType
scr,ArrestMethodType,A data type for a information on the manner of ARREST,CCC,,,FALSE,FALSE,FALSE,,,,scr:ArrestMethodType
j,ArrestType,A data type for the apprehension of a subject by a peace official.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:ArrestType
it,ArrivalType,"A data type for the arrival activity of a vessel, person, conveyance etc..",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,it:ArrivalType
ndex,ArtObjectCategoryCodeSimpleType,A data type for a code that identifies the type of art object.,S,ndex:ArtObjectCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:ArtObjectCategoryCodeSimpleType
ndex,ArtObjectCategoryCodeType,A data type for a code that identifies the type of art object.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:ArtObjectCategoryCodeType
j,AssessmentAugmentationType,A data type for additional information about an assessment.,CCC,,,FALSE,FALSE,TRUE,,,,j:AssessmentAugmentationType
cyfs,AssessmentOutcomeType,A data type for the outcome of an assessment.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:AssessmentOutcomeType
cyfs,AssessmentRecommendationType,A data type for the recommendation of an assessment.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:AssessmentRecommendationType
cyfs,AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,A data type for describing a course of action.,S,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeSimpleType
cyfs,AssessmentRecommendedCourseOfActionCategoryCodeType,A data type for describing courses of action.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeType
cyfs,AssessmentRecommendedCourseOfActionType,A data type for an action.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:AssessmentRecommendedCourseOfActionType
nc,AssessmentType,"A data type for an evaluation, appraisal, or assessment of something or someone.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,"Within the justice domain, examples assessments include: gambling, psychological, chemical dependency, psycho-sexual assessments.  These evaluations are frequently done in the context of pre-plea and pre-sentencing investigations (PSI).",nc:AssessmentType
ip,AssetCategoryType,A data type for a kind of asset.,CCC,,,FALSE,FALSE,FALSE,,,,ip:AssetCategoryType
ip,AssetStatusCodeSimpleType,A data type for a status of an asset.,S,ip:AssetStatusCodeType,,FALSE,FALSE,FALSE,,,,ip:AssetStatusCodeSimpleType
ip,AssetStatusCodeType,A data type for a status of an asset.,CSC,,,FALSE,FALSE,FALSE,,,,ip:AssetStatusCodeType
ip,AssetType,A data type for an asset in an infrastructure.,CCC,,,FALSE,FALSE,FALSE,,,,ip:AssetType
ndex,AssignmentCategoryCodeSimpleType,A data type for a code that identifies a subject's assignment category.,S,ndex:AssignmentCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:AssignmentCategoryCodeSimpleType
ndex,AssignmentCategoryCodeType,A data type for a code that identifies a subject's assignment category.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:AssignmentCategoryCodeType
j,AssignmentLocationDetailType,"A data type for a specific location into which a person is placed, such as an office, dormitory, barracks, etc.",CCC,,,FALSE,FALSE,FALSE,,,,j:AssignmentLocationDetailType
j,AssignmentType,"A data type for a location and environment into which a person is placed, such as an office, dormitory, barracks, etc.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:AssignmentType
cyfs,AssociatedPersonChildAssociationType,A data type for a relationship between a person and the child.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,cyfs:AssociatedPersonChildAssociationType
nc,AssociationType,"A data type for an association, connection, relationship, or involvement somehow linking people, things, and/or activities together.",CCC,,,FALSE,FALSE,FALSE,,,,nc:AssociationType
structures,AssociationType,,CCC,,,FALSE,FALSE,FALSE,,,,structures:AssociationType
cyfs,AttorneyStatusCodeSimpleType,A data type for describing the role of an attorney as it relates to their client.,S,cyfs:AttorneyStatusCodeType,,FALSE,FALSE,FALSE,,,,cyfs:AttorneyStatusCodeSimpleType
cyfs,AttorneyStatusCodeType,A data type for a code list describing the role of an attorney as it relates to their client.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:AttorneyStatusCodeType
cbrn,AudioFileType,A data type to capture the Audio data file type,CCC,,cbrn:DataFileType,FALSE,FALSE,FALSE,,,,cbrn:AudioFileType
ndex,AudioVisualRecordingCategoryCodeSimpleType,A data type for a code that identifies the type of audio visual recording.,S,ndex:AudioVisualRecordingCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:AudioVisualRecordingCategoryCodeSimpleType
ndex,AudioVisualRecordingCategoryCodeType,A data type for a code that identifies the type of audio visual recording.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:AudioVisualRecordingCategoryCodeType
im,AuthorizationType,A data type for the official permission granted to a person to perform a task or function.,CCC,,,FALSE,FALSE,FALSE,,,,im:AuthorizationType
have-codes,AvailabilityStatusCodeSimpleType,A data type for a code set of service availability.,S,have-codes:AvailabilityStatusCodeType,,FALSE,FALSE,FALSE,,,,have-codes:AvailabilityStatusCodeSimpleType
have-codes,AvailabilityStatusCodeType,A data type for a code set of service availability.,CSC,,,FALSE,FALSE,FALSE,,,,have-codes:AvailabilityStatusCodeType
j,BailBondAssociationType,"A data type for a relationship between an entity (person or organization) providing bail for someone, the person being bailed out, and a bail bondsman entity.",CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:BailBondAssociationType
j,BailBondChargeAssociationType,A data type for an association that links a bail bond to a charge.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:BailBondChargeAssociationType
j,BailBondType,A data type for an agreement between a bondsman and a subject in which a bondsman pays the subject's bail or portion of the bail in exchange for certain conditions.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:BailBondType
j,BailType,A data type for details of a commitment made to secure the release of a subject being held in custody and suspected of a crime.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:BailType
niem-xs,base64Binary,A data type for Base64-encoded binary data.,CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:base64Binary
xs,base64Binary,A data type for Base64-encoded binary data.,S,niem-xs:base64Binary,,FALSE,FALSE,FALSE,,,,xs:base64Binary
cyfs,BasisOfAppointmentCodeSimpleType,A data type for findings that justify representation,S,cyfs:BasisOfAppointmentCodeType,,FALSE,FALSE,FALSE,,,,cyfs:BasisOfAppointmentCodeSimpleType
cyfs,BasisOfAppointmentCodeType,A data type for findings that justify representation,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:BasisOfAppointmentCodeType
