PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
scr,ActivityResultsClassificationAugmentationPoint,,An augmentation point for ActivityResultsClassificationType.,,TRUE,TRUE,,,,scr:ActivityResultsClassificationAugmentationPoint
scr,ActivityResultsDescriptionText,nc:TextType,A description of a kind of activity results.,,TRUE,FALSE,,,,scr:ActivityResultsDescriptionText
j,ActivitySanctionAssociation,j:ActivitySanctionAssociationType,An association between an activity and a sanction.,,TRUE,FALSE,,,,j:ActivitySanctionAssociation
j,ActivitySanctionAssociationAugmentationPoint,,An augmentation point for ActivitySanctionAssociationType.,,TRUE,TRUE,,,,j:ActivitySanctionAssociationAugmentationPoint
nc,ActivityScheduleAssociation,nc:ActivityScheduleAssociationType,An association between an activity and its schedule.,,TRUE,FALSE,,,,nc:ActivityScheduleAssociation
nc,ActivityScheduleAssociationAugmentationPoint,,An augmentation point for ActivityScheduleAssociationType.,,TRUE,TRUE,,,,nc:ActivityScheduleAssociationAugmentationPoint
j,ActivitySentenceComputationAssociation,j:ActivitySentenceComputationAssociationType,A relationship between an activity and a sentence computation.,,TRUE,FALSE,,,,j:ActivitySentenceComputationAssociation
j,ActivitySentenceComputationAssociationAugmentationPoint,,An augmentation point for ActivitySentenceComputationAssociationType.,,TRUE,TRUE,,,,j:ActivitySentenceComputationAssociationAugmentationPoint
j,ActivityServiceCallAssociation,j:ActivityServiceCallAssociationType,An association between an activity and a service call.,,TRUE,FALSE,,,,j:ActivityServiceCallAssociation
j,ActivityServiceCallAssociationAugmentationPoint,,An augmentation point for ActivityServiceCallAssociationType.,,TRUE,TRUE,,,,j:ActivityServiceCallAssociationAugmentationPoint
nc,ActivitySiteAssociation,nc:ActivitySiteAssociationType,An association between an activity and a site.,,TRUE,FALSE,,,,nc:ActivitySiteAssociation
nc,ActivitySiteAssociationAugmentationPoint,,An augmentation point for nc:ActivitySiteAssociationType.,,TRUE,TRUE,,,,nc:ActivitySiteAssociationAugmentationPoint
scr,ActivitySiteID,niem-xs:string,An identifier for the site where the information was collected.,,TRUE,FALSE,,,,scr:ActivitySiteID
nc,ActivityStatus,nc:StatusType,A status of an activity.,,TRUE,FALSE,,,,nc:ActivityStatus
j,ActivitySubjectAssociation,j:ActivitySubjectAssociationType,An association between an activity and a subject.,,TRUE,FALSE,,,,j:ActivitySubjectAssociation
j,ActivitySubjectAssociationAugmentationPoint,,An augmentation point for ActivitySubjectAssociationType.,,TRUE,TRUE,,,,j:ActivitySubjectAssociationAugmentationPoint
nc,ActivitySupervisorOrganizationAssociation,nc:ActivityOrganizationAssociationType,An association between an activity and an organization supervising that activity.,,TRUE,FALSE,,,,nc:ActivitySupervisorOrganizationAssociation
nc,ActivitySupervisorPersonAssociation,nc:ActivityPersonAssociationType,An association between an activity and a person who supervises the activity.,,TRUE,FALSE,,,,nc:ActivitySupervisorPersonAssociation
j,ActivitySupplementalDocumentAssociation,nc:ActivityDocumentAssociationType,An association between an activity and a supplemental document.,,TRUE,FALSE,,,,j:ActivitySupplementalDocumentAssociation
j,ActivityTelephoneNumberAssociation,j:ActivityTelephoneNumberAssociationType,A relationship between an activity and a telephone number.,,TRUE,FALSE,,,,j:ActivityTelephoneNumberAssociation
j,ActivityTelephoneNumberAssociationAugmentationPoint,,An augmentation point for ActivityTelephoneNumberAssociationType.,,TRUE,TRUE,,,,j:ActivityTelephoneNumberAssociationAugmentationPoint
scr,ActivityTerminalID,niem-xs:string,An identifier for the terminal device where the information was collected.,,TRUE,FALSE,,,,scr:ActivityTerminalID
j,ActivityTransferredCustodyOrganizationAssociation,nc:ActivityOrganizationAssociationType,A relationship between an activity and an organization that was tranferred custody.,,TRUE,FALSE,,,,j:ActivityTransferredCustodyOrganizationAssociation
j,ActivityUnitAssociation,j:ActivityUnitAssociationType,An association between an activity and a unit.,,TRUE,FALSE,,,,j:ActivityUnitAssociation
j,ActivityUnitAssociationAugmentationPoint,,An augmentation point for ActivityUnitAssociationType.,,TRUE,TRUE,,,,j:ActivityUnitAssociationAugmentationPoint
j,ActivityUnknownAffiliateAssociation,nc:ActivityPersonAssociationType,An association between an activity and a person of unknown involvement.,,TRUE,FALSE,,,,j:ActivityUnknownAffiliateAssociation
scr,ActivityUserLogonID,niem-xs:string,An identifier for a person in the form of a person's system access (logon) id.,,TRUE,FALSE,,,,scr:ActivityUserLogonID
j,ActivityVictimAssociation,j:ActivityVictimAssociationType,An association between an activity and a victim.,,TRUE,FALSE,,,,j:ActivityVictimAssociation
j,ActivityVictimAssociationAugmentationPoint,,An augmentation point for ActivityVictimAssociationType.,,TRUE,TRUE,,,,j:ActivityVictimAssociationAugmentationPoint
j,ActivityWarrantAssociation,j:ActivityWarrantAssociationType,An association between an activity and a warrant.,,TRUE,FALSE,,,,j:ActivityWarrantAssociation
j,ActivityWarrantAssociationAugmentationPoint,,An augmentation point for ActivityWarrantAssociationType.,,TRUE,TRUE,,,,j:ActivityWarrantAssociationAugmentationPoint
j,ActivityWitnessAssociation,j:ActivityWitnessAssociationType,An association between an activity and a witness.,,TRUE,FALSE,,,,j:ActivityWitnessAssociation
j,ActivityWitnessAssociationAugmentationPoint,,An augmentation point for ActivityWitnessAssociationType.,,TRUE,TRUE,,,,j:ActivityWitnessAssociationAugmentationPoint
it,ActualArrivalDate,nc:DateType,A date (actual date) on which a shipment arrives,,TRUE,FALSE,,,,it:ActualArrivalDate
it,ActualDepartureDate,nc:DateType,Actual date and time of departure of the means of transport.,,TRUE,FALSE,,,,it:ActualDepartureDate
im,ActualDeportationDate,nc:DateType,A date on which the alien was deported from the United States.,,TRUE,FALSE,,,,im:ActualDeportationDate
im,ActualReleaseDate,nc:DateType,A date on which the alien was released from a detention facility.,,TRUE,FALSE,,,,im:ActualReleaseDate
em,AdditionalCapacity24HourQuantity,nc:QuantityType,"A count of the estimate of the beds, above the current number, that could be made vacant/available within 24 hours.",,TRUE,FALSE,,,,em:AdditionalCapacity24HourQuantity
em,AdditionalCapacity72HourQuantity,nc:QuantityType,"A count of the estimate of the beds, above the current number, that could be made vacant/available within 72 hours.",,TRUE,FALSE,,,,em:AdditionalCapacity72HourQuantity
it,AdditionalDocument,it:AdditionalDocumentType,An applied augmentation for type nc:DocumentType.,nc:Document,TRUE,FALSE,,,,it:AdditionalDocument
it,AdditionalDocumentAugmentationPoint,,An augmentation point for AdditionalDocumentType.,,TRUE,TRUE,,,,it:AdditionalDocumentAugmentationPoint
it,AdditionalDocumentCategory,,A data concept for a code specifying the category of AdditionalDocument,,TRUE,TRUE,,,,it:AdditionalDocumentCategory
it,AdditionalDocumentCategoryCode,itcodes:DocumentCategoryCodeType,A Code specifying the category of AdditionalDocument,it:AdditionalDocumentCategory,TRUE,FALSE,,,,it:AdditionalDocumentCategoryCode
it,AdditionalDocumentName,nc:TextType,A TextType name for the Additional Document,,TRUE,FALSE,,,,it:AdditionalDocumentName
it,AdditionalDocumentRefNumberID,niem-xs:string,An identifier for the Additional Document.,,TRUE,FALSE,,,,it:AdditionalDocumentRefNumberID
it,AdditionalInformation,it:AdditionalInformationType,An applied augmentation for type nc:DocumentType.,nc:Document,TRUE,FALSE,,,,it:AdditionalInformation
it,AdditionalInformationAugmentationPoint,,An augmentation point for AdditionalInformationType.,,TRUE,TRUE,,,,it:AdditionalInformationAugmentationPoint
it,AdditionalStatementCategoryCodeText,nc:TextType,A Code specifying the category of statement description.,,TRUE,FALSE,,,,it:AdditionalStatementCategoryCodeText
it,AdditionalStatementDescriptionText,nc:TextType,A TextType description of the Additional statement,,TRUE,FALSE,,,,it:AdditionalStatementDescriptionText
nc,Address,nc:AddressType,A postal location to which paper mail can be directed.,nc:LocationAddressAbstract,TRUE,FALSE,,,,nc:Address
it,AddressAugmentation,it:AddressAugmentationType,Additional information about an address.,nc:AddressAugmentationPoint,TRUE,FALSE,,,,it:AddressAugmentation
scr,AddressAugmentation,scr:AddressAugmentationType,Additional information about an address.,nc:AddressAugmentationPoint,TRUE,FALSE,,,,scr:AddressAugmentation
nc,AddressAugmentationPoint,,An augmentation point for AddressType.,,TRUE,TRUE,,,,nc:AddressAugmentationPoint
nc,AddressBuildingName,nc:TextType,A name of a specific building at an address to distinguish it from other buildings at the same site.,nc:AddressDeliveryPoint,TRUE,FALSE,,,,nc:AddressBuildingName
scr,AddressClassification,scr:AddressClassificationType,A classification of an ADDRESS,,TRUE,FALSE,,,,scr:AddressClassification
scr,AddressClassificationAugmentationPoint,,An augmentation point for AddressClassificationType.,,TRUE,TRUE,,,,scr:AddressClassificationAugmentationPoint
scr,AddressClassificationCategory,,A data concept for a kind of address.,,TRUE,TRUE,,,,scr:AddressClassificationCategory
scr,AddressClassificationCategoryCode,scr:AddressCategoryCodeType,A kind of address.,scr:AddressClassificationCategory,TRUE,FALSE,,,,scr:AddressClassificationCategoryCode
scr,AddressClassificationCategoryDescriptionText,nc:TextType,A description of a kind of address.,,TRUE,FALSE,,"Geophysical, Electronic, Primary, Secondary, Temporary",,scr:AddressClassificationCategoryDescriptionText
nc,AddressCrossStreet,nc:CrossStreetType,A location identified by two or more streets which intersect.,nc:LocationAddressAbstract,TRUE,FALSE,,,,nc:AddressCrossStreet
nc,AddressDeliveryPoint,,A data concept for a single place or unit at which mail is delivered.,,TRUE,TRUE,,,,nc:AddressDeliveryPoint
nc,AddressDeliveryPointID,niem-xs:string,An identifier of a single place or unit at which mail is delivered.,nc:AddressDeliveryPoint,TRUE,FALSE,,,,nc:AddressDeliveryPointID
nc,AddressDeliveryPointText,nc:TextType,A single place or unit at which mail is delivered.,nc:AddressDeliveryPoint,TRUE,FALSE,"PO Box, post office box, post office box number",PO Box 1234,,nc:AddressDeliveryPointText
nc,AddressFullText,nc:TextType,A complete address.,,TRUE,FALSE,,,"Usually includes street, city, state, and zip code information.  Can also include other mailing specifics such as PO Box, apartment number, or suite number.",nc:AddressFullText
nc,AddressGrid,nc:AddressGridType,A location identified by a unit of a grid system overlaid on an area.,nc:LocationAddressAbstract,TRUE,FALSE,,,,nc:AddressGrid
nc,AddressGridAugmentationPoint,,An augmentation point for AddressGridType.,,TRUE,TRUE,,,,nc:AddressGridAugmentationPoint
nc,AddressGridID,niem-xs:string,An identifier that references a unique address grid system.,,TRUE,FALSE,,,,nc:AddressGridID
nc,AddressGridText,nc:TextType,"A unit, quadrant, or other subdivision of an address grid.",,TRUE,FALSE,,,,nc:AddressGridText
nc,AddressHighway,nc:HighwayType,A major public road.,nc:LocationAddressAbstract,TRUE,FALSE,,,,nc:AddressHighway
scr,AddressIdentification,nc:IdentificationType,An identification value for an ADDRESS.,,TRUE,FALSE,,,,scr:AddressIdentification
nc,AddressPrivateMailboxText,nc:TextType,A private mailbox within a company.,,TRUE,FALSE,mail stop code,,,nc:AddressPrivateMailboxText
nc,AddressRecipientName,nc:TextType,"A name of a person, organization, or other recipient to whom physical mail may be sent.",,TRUE,FALSE,,,,nc:AddressRecipientName
nc,AddressSecondaryUnitText,nc:TextType,A particular unit within a larger unit or grouping at a location.,,TRUE,FALSE,"apartment number, suite number",,,nc:AddressSecondaryUnitText
nc,AddressUrbanizationName,nc:TextType,"An urbanization denotes an area, sector, or residential development within a geographic area. Commonly used in Puerto Rican urban areas, it is an important part of the addressing format, as it describes the location of a specific street whose name may occur multiple times within the same ZIP Code.",,TRUE,FALSE,,,,nc:AddressUrbanizationName
j,AdjustmentDayQuantity,niem-xs:nonNegativeInteger,"A number of days for an adjustment to a sentence computation, such as for good conduct time earned.",,TRUE,FALSE,,,,j:AdjustmentDayQuantity
j,AdjustmentReasonText,nc:TextType,A reason for the adjustment to a sentence computation.,,TRUE,FALSE,,,,j:AdjustmentReasonText
cyfs,AdministeringFacility,nc:FacilityType,A facility administering an assessment.,,TRUE,FALSE,,,,cyfs:AdministeringFacility
nc,AdministrativeID,niem-xs:string,An identifier generated locally within a processing system used to identify sub-records within an entity of interest record.,,TRUE,FALSE,,,,nc:AdministrativeID
im,AdmissionIdentification,nc:IdentificationType,An identification of an alien I-94 admission.,,TRUE,FALSE,,,,im:AdmissionIdentification
scr,AdmitDefaultDayQuantity,nc:QuantityType,A number indicating quantity of days after the visa maximum day quantity that the subject is authorized to stay in the United States based on the CLASS OF ADMISSION.,,TRUE,FALSE,,,,scr:AdmitDefaultDayQuantity
scr,AdmitDurationStatusIndicator,niem-xs:boolean,True if the admittance length for a person at ARRIVAL is based on Duration of Status; false otherwise.,,TRUE,FALSE,,,,scr:AdmitDurationStatusIndicator
scr,AdmitMaximumDayQuantity,nc:QuantityType,A quantity of maximum number of days a specified in the CLASS OF ADMISSION TYPE.,,TRUE,FALSE,,,,scr:AdmitMaximumDayQuantity
scr,AdmittedDate,nc:DateType,A date an immigrant was admitted into the US.,,TRUE,FALSE,,,,scr:AdmittedDate
scr,AdmitToDate,nc:DateType,"A date , as specified at ARRIVAL, on which the alien is no longer authorized to stay in the United State.",,TRUE,FALSE,,,,scr:AdmitToDate
cyfs,AdoptingParentRelationshipCategory,,A data concept for describing the relationship between a child and the adopting parent.,,TRUE,TRUE,,,,cyfs:AdoptingParentRelationshipCategory
cyfs,AdoptingParentRelationshipCategoryCode,cyfs:AdoptingParentRelationshipCategoryCodeType,A relationship of the child to the adopting parents.,cyfs:AdoptingParentRelationshipCategory,TRUE,FALSE,,,,cyfs:AdoptingParentRelationshipCategoryCode
cyfs,AdoptingParentRelationshipCategoryText,nc:TextType,A kind of relationship between a child and the adopting parents.,cyfs:AdoptingParentRelationshipCategory,TRUE,FALSE,,,,cyfs:AdoptingParentRelationshipCategoryText
cyfs,AdoptionDecreeIndicator,niem-xs:boolean,True if an adoption decree exists; false otherwise.,,TRUE,FALSE,,,,cyfs:AdoptionDecreeIndicator
